Country,ds,y_tr,y_repr_tr,adjusted_val,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Tajikistan,1960-01-01,53.6,46.4,7.200000000000003,,,,,
Tuvalu,1960-01-01,46.4,46.4,0.0,,,,,
Zimbabwe,1960-01-01,53.2,46.4,6.800000000000004,,,,,
Algeria,1961-01-01,40.5,47.1,-6.600000000000001,,,,,
Bangladesh,1961-01-01,45.7,47.1,-1.3999999999999986,,,,,
Bolivia,1961-01-01,43.4,47.1,-3.700000000000003,,,,,
Botswana,1961-01-01,50.9,47.1,3.799999999999997,,,,,
Congo,1961-01-01,48.7,47.1,1.6000000000000014,,,,,
Egypt,1961-01-01,46.0,47.1,-1.1000000000000014,,,,,
El Salvador,1961-01-01,48.8,47.1,1.6999999999999957,,,,,
Gabon,1961-01-01,47.2,47.1,0.10000000000000142,,,,,
Ghana,1961-01-01,47.3,47.1,0.19999999999999574,,,,,
Guatemala,1961-01-01,46.5,47.1,-0.6000000000000014,,,,,
Honduras,1961-01-01,48.7,47.1,1.6000000000000014,,,,,
India,1961-01-01,45.4,47.1,-1.7000000000000028,,,,,
Indonesia,1961-01-01,47.1,47.1,0.0,,,,,
Iran,1961-01-01,44.6,47.1,-2.5,,,,,
Iraq,1961-01-01,53.4,47.1,6.299999999999997,,,,,
Kenya,1961-01-01,49.5,47.1,2.3999999999999986,,,,,
Kiribati,1961-01-01,48.4,47.1,1.2999999999999972,,,,,
Libya,1961-01-01,42.1,47.1,-5.0,,,,,
Maldives,1961-01-01,39.0,47.1,-8.100000000000001,,,,,
Marshall Islands,1961-01-01,54.3,47.1,7.199999999999996,,,,,
Mauritania,1961-01-01,45.4,47.1,-1.7000000000000028,,,,,
Mongolia,1961-01-01,46.1,47.1,-1.0,,,,,
Morocco,1961-01-01,43.8,47.1,-3.3000000000000043,,,,,
Myanmar,1961-01-01,44.4,47.1,-2.700000000000003,,,,,
Namibia,1961-01-01,48.4,47.1,1.2999999999999972,,,,,
Nauru,1961-01-01,58.7,47.1,11.600000000000001,,,,,
Nicaragua,1961-01-01,46.9,47.1,-0.20000000000000284,,,,,
Oman,1961-01-01,36.8,47.1,-10.300000000000004,,,,,
Pakistan,1961-01-01,45.8,47.1,-1.3000000000000043,,,,,
Palau,1961-01-01,54.0,47.1,6.899999999999999,,,,,
Papua New Guinea,1961-01-01,46.3,47.1,-0.8000000000000043,,,,,
Sao Tome and Principe,1961-01-01,44.4,47.1,-2.700000000000003,,,,,
Solomon Islands,1961-01-01,48.4,47.1,1.2999999999999972,,,,,
South Africa,1961-01-01,53.1,47.1,6.0,,,,,
Tajikistan,1961-01-01,54.0,47.1,6.899999999999999,,,,,
Tuvalu,1961-01-01,47.3,47.1,0.19999999999999574,,,,,
Zimbabwe,1961-01-01,53.6,47.1,6.5,,,,,
Algeria,1962-01-01,39.3,47.6,-8.300000000000004,,,,,
Bangladesh,1962-01-01,46.7,47.6,-0.8999999999999986,,,,,
Bolivia,1962-01-01,43.8,47.6,-3.8000000000000043,,,,,
Botswana,1962-01-01,51.4,47.6,3.799999999999997,,,,,
Congo,1962-01-01,49.5,47.6,1.8999999999999986,,,,,
Egypt,1962-01-01,46.8,47.6,-0.8000000000000043,,,,,
El Salvador,1962-01-01,49.6,47.6,2.0,,,,,
Gabon,1962-01-01,47.8,47.6,0.19999999999999574,,,,,
Ghana,1962-01-01,47.4,47.6,-0.20000000000000284,,,,,
Guatemala,1962-01-01,47.0,47.6,-0.6000000000000014,,,,,
Honduras,1962-01-01,49.7,47.6,2.1000000000000014,,,,,
India,1962-01-01,45.7,47.6,-1.8999999999999986,,,,,
Indonesia,1962-01-01,47.9,47.6,0.29999999999999716,,,,,
Iran,1962-01-01,44.3,47.6,-3.3000000000000043,,,,,
Iraq,1962-01-01,54.3,47.6,6.699999999999996,,,,,
Kenya,1962-01-01,50.2,47.6,2.6000000000000014,,,,,
Kiribati,1962-01-01,49.0,47.6,1.3999999999999986,,,,,
Libya,1962-01-01,43.8,47.6,-3.8000000000000043,,,,,
Maldives,1962-01-01,39.5,47.6,-8.100000000000001,,,,,
Marshall Islands,1962-01-01,54.9,47.6,7.299999999999997,,,,,
Mauritania,1962-01-01,46.0,47.6,-1.6000000000000014,,,,,
Mongolia,1962-01-01,47.1,47.6,-0.5,,,,,
Morocco,1962-01-01,44.3,47.6,-3.3000000000000043,,,,,
Myanmar,1962-01-01,45.0,47.6,-2.6000000000000014,,,,,
Namibia,1962-01-01,49.1,47.6,1.5,,,,,
Nauru,1962-01-01,58.9,47.6,11.299999999999997,,,,,
Nicaragua,1962-01-01,47.6,47.6,0.0,,,,,
Oman,1962-01-01,38.2,47.6,-9.399999999999999,,,,,
Pakistan,1962-01-01,46.6,47.6,-1.0,,,,,
Palau,1962-01-01,54.1,47.6,6.5,,,,,
Papua New Guinea,1962-01-01,46.7,47.6,-0.8999999999999986,,,,,
Sao Tome and Principe,1962-01-01,45.9,47.6,-1.7000000000000028,,,,,
Solomon Islands,1962-01-01,49.3,47.6,1.6999999999999957,,,,,
South Africa,1962-01-01,53.4,47.6,5.799999999999997,,,,,
Tajikistan,1962-01-01,54.3,47.6,6.699999999999996,,,,,
Tuvalu,1962-01-01,48.2,47.6,0.6000000000000014,,,,,
Zimbabwe,1962-01-01,54.1,47.6,6.5,,,,,
Algeria,1963-01-01,42.9,48.3,-5.399999999999999,,,,,
Bangladesh,1963-01-01,46.7,48.3,-1.5999999999999943,,,,,
Bolivia,1963-01-01,44.1,48.3,-4.199999999999996,,,,,
Botswana,1963-01-01,51.9,48.3,3.6000000000000014,,,,,
Congo,1963-01-01,50.1,48.3,1.8000000000000043,,,,,
Egypt,1963-01-01,47.7,48.3,-0.5999999999999943,,,,,
El Salvador,1963-01-01,50.3,48.3,2.0,,,,,
Gabon,1963-01-01,48.5,48.3,0.20000000000000284,,,,,
Ghana,1963-01-01,47.6,48.3,-0.6999999999999957,,,,,
Guatemala,1963-01-01,47.4,48.3,-0.8999999999999986,,,,,
Honduras,1963-01-01,50.3,48.3,2.0,,,,,
India,1963-01-01,45.9,48.3,-2.3999999999999986,,,,,
Indonesia,1963-01-01,48.4,48.3,0.10000000000000142,,,,,
Iran,1963-01-01,45.6,48.3,-2.6999999999999957,,,,,
Iraq,1963-01-01,54.9,48.3,6.600000000000001,,,,,
Kenya,1963-01-01,50.8,48.3,2.5,,,,,
Kiribati,1963-01-01,49.6,48.3,1.3000000000000043,,,,,
Libya,1963-01-01,45.3,48.3,-3.0,,,,,
Maldives,1963-01-01,40.1,48.3,-8.199999999999996,,,,,
Marshall Islands,1963-01-01,55.5,48.3,7.200000000000003,,,,,
Mauritania,1963-01-01,46.7,48.3,-1.5999999999999943,,,,,
Mongolia,1963-01-01,48.1,48.3,-0.19999999999999574,,,,,
Morocco,1963-01-01,44.8,48.3,-3.5,,,,,
Myanmar,1963-01-01,45.6,48.3,-2.6999999999999957,,,,,
Namibia,1963-01-01,49.7,48.3,1.4000000000000057,,,,,
Nauru,1963-01-01,58.9,48.3,10.600000000000001,,,,,
Nicaragua,1963-01-01,48.3,48.3,0.0,,,,,
Oman,1963-01-01,39.4,48.3,-8.899999999999999,,,,,
Pakistan,1963-01-01,47.6,48.3,-0.6999999999999957,,,,,
Palau,1963-01-01,54.2,48.3,5.900000000000006,,,,,
Papua New Guinea,1963-01-01,47.6,48.3,-0.6999999999999957,,,,,
Sao Tome and Principe,1963-01-01,46.1,48.3,-2.1999999999999957,,,,,
Solomon Islands,1963-01-01,50.0,48.3,1.7000000000000028,,,,,
South Africa,1963-01-01,53.6,48.3,5.300000000000004,,,,,
Tajikistan,1963-01-01,54.5,48.3,6.200000000000003,,,,,
Tuvalu,1963-01-01,49.1,48.3,0.8000000000000043,,,,,
Zimbabwe,1963-01-01,54.5,48.3,6.200000000000003,,,,,
Algeria,1964-01-01,42.8,49.0,-6.200000000000003,,,,,
Bangladesh,1964-01-01,47.7,49.0,-1.2999999999999972,,,,,
Bolivia,1964-01-01,44.4,49.0,-4.600000000000001,,,,,
Botswana,1964-01-01,52.3,49.0,3.299999999999997,,,,,
Congo,1964-01-01,50.7,49.0,1.7000000000000028,,,,,
Egypt,1964-01-01,48.5,49.0,-0.5,,,,,
El Salvador,1964-01-01,50.7,49.0,1.7000000000000028,,,,,
Gabon,1964-01-01,49.0,49.0,0.0,,,,,
Ghana,1964-01-01,47.7,49.0,-1.2999999999999972,,,,,
Guatemala,1964-01-01,47.7,49.0,-1.2999999999999972,,,,,
Honduras,1964-01-01,50.8,49.0,1.7999999999999972,,,,,
India,1964-01-01,46.2,49.0,-2.799999999999997,,,,,
Indonesia,1964-01-01,49.2,49.0,0.20000000000000284,,,,,
Iran,1964-01-01,46.2,49.0,-2.799999999999997,,,,,
Iraq,1964-01-01,55.6,49.0,6.600000000000001,,,,,
Kenya,1964-01-01,51.3,49.0,2.299999999999997,,,,,
Kiribati,1964-01-01,50.3,49.0,1.2999999999999972,,,,,
Libya,1964-01-01,47.1,49.0,-1.8999999999999986,,,,,
Maldives,1964-01-01,40.7,49.0,-8.299999999999997,,,,,
Marshall Islands,1964-01-01,56.0,49.0,7.0,,,,,
Mauritania,1964-01-01,47.4,49.0,-1.6000000000000014,,,,,
Mongolia,1964-01-01,48.9,49.0,-0.10000000000000142,,,,,
Morocco,1964-01-01,45.4,49.0,-3.6000000000000014,,,,,
Myanmar,1964-01-01,46.5,49.0,-2.5,,,,,
Namibia,1964-01-01,50.4,49.0,1.3999999999999986,,,,,
Nauru,1964-01-01,59.0,49.0,10.0,,,,,
Nicaragua,1964-01-01,49.2,49.0,0.20000000000000284,,,,,
Oman,1964-01-01,40.7,49.0,-8.299999999999997,,,,,
Pakistan,1964-01-01,48.6,49.0,-0.3999999999999986,,,,,
Palau,1964-01-01,54.4,49.0,5.399999999999999,,,,,
Papua New Guinea,1964-01-01,48.2,49.0,-0.7999999999999972,,,,,
Sao Tome and Principe,1964-01-01,47.2,49.0,-1.7999999999999972,,,,,
Solomon Islands,1964-01-01,50.9,49.0,1.8999999999999986,,,,,
South Africa,1964-01-01,53.9,49.0,4.899999999999999,,,,,
Tajikistan,1964-01-01,54.8,49.0,5.799999999999997,,,,,
Tuvalu,1964-01-01,50.0,49.0,1.0,,,,,
Zimbabwe,1964-01-01,55.0,49.0,6.0,,,,,
Algeria,1965-01-01,42.7,49.6,-6.899999999999999,,,,,
Bangladesh,1965-01-01,46.9,49.6,-2.700000000000003,,,,,
Bolivia,1965-01-01,44.7,49.6,-4.899999999999999,,,,,
Botswana,1965-01-01,52.8,49.6,3.1999999999999957,,,,,
Congo,1965-01-01,51.2,49.6,1.6000000000000014,,,,,
Egypt,1965-01-01,49.1,49.6,-0.5,,,,,
El Salvador,1965-01-01,50.9,49.6,1.2999999999999972,,,,,
Gabon,1965-01-01,49.8,49.6,0.19999999999999574,,,,,
Ghana,1965-01-01,47.8,49.6,-1.8000000000000043,,,,,
Guatemala,1965-01-01,47.8,49.6,-1.8000000000000043,,,,,
Honduras,1965-01-01,51.5,49.6,1.8999999999999986,,,,,
India,1965-01-01,45.0,49.6,-4.600000000000001,,,,,
Indonesia,1965-01-01,42.6,49.6,-7.0,,,,,
Iran,1965-01-01,46.7,49.6,-2.8999999999999986,,,,,
Iraq,1965-01-01,56.6,49.6,7.0,,,,,
Kenya,1965-01-01,51.7,49.6,2.1000000000000014,,,,,
Kiribati,1965-01-01,51.0,49.6,1.3999999999999986,,,,,
Libya,1965-01-01,48.7,49.6,-0.8999999999999986,,,,,
Maldives,1965-01-01,41.4,49.6,-8.200000000000003,,,,,
Marshall Islands,1965-01-01,56.6,49.6,7.0,,,,,
Mauritania,1965-01-01,48.1,49.6,-1.5,,,,,
Mongolia,1965-01-01,49.6,49.6,0.0,,,,,
Morocco,1965-01-01,46.0,49.6,-3.6000000000000014,,,,,
Myanmar,1965-01-01,47.5,49.6,-2.1000000000000014,,,,,
Namibia,1965-01-01,51.0,49.6,1.3999999999999986,,,,,
Nauru,1965-01-01,59.3,49.6,9.699999999999996,,,,,
Nicaragua,1965-01-01,50.2,49.6,0.6000000000000014,,,,,
Oman,1965-01-01,41.9,49.6,-7.700000000000003,,,,,
Pakistan,1965-01-01,49.4,49.6,-0.20000000000000284,,,,,
Palau,1965-01-01,54.5,49.6,4.899999999999999,,,,,
Papua New Guinea,1965-01-01,48.8,49.6,-0.8000000000000043,,,,,
Sao Tome and Principe,1965-01-01,49.0,49.6,-0.6000000000000014,,,,,
Solomon Islands,1965-01-01,51.7,49.6,2.1000000000000014,,,,,
South Africa,1965-01-01,54.2,49.6,4.600000000000001,,,,,
Tajikistan,1965-01-01,55.1,49.6,5.5,,,,,
Tuvalu,1965-01-01,50.9,49.6,1.2999999999999972,,,,,
Zimbabwe,1965-01-01,55.5,49.6,5.899999999999999,,,,,
Algeria,1966-01-01,42.5,50.8,-8.299999999999997,,,,,
Bangladesh,1966-01-01,48.6,50.8,-2.1999999999999957,,,,,
Bolivia,1966-01-01,45.1,50.8,-5.699999999999996,,,,,
Botswana,1966-01-01,53.3,50.8,2.5,,,,,
Congo,1966-01-01,51.8,50.8,1.0,,,,,
Egypt,1966-01-01,49.5,50.8,-1.2999999999999972,,,,,
El Salvador,1966-01-01,51.0,50.8,0.20000000000000284,,,,,
Gabon,1966-01-01,50.3,50.8,-0.5,,,,,
Ghana,1966-01-01,47.7,50.8,-3.0999999999999943,,,,,
Guatemala,1966-01-01,47.8,50.8,-3.0,,,,,
Honduras,1966-01-01,52.1,50.8,1.3000000000000043,,,,,
India,1966-01-01,45.3,50.8,-5.5,,,,,
Indonesia,1966-01-01,48.2,50.8,-2.5999999999999943,,,,,
Iran,1966-01-01,47.4,50.8,-3.3999999999999986,,,,,
Iraq,1966-01-01,57.3,50.8,6.5,,,,,
Kenya,1966-01-01,52.1,50.8,1.3000000000000043,,,,,
Kiribati,1966-01-01,51.8,50.8,1.0,,,,,
Libya,1966-01-01,50.1,50.8,-0.6999999999999957,,,,,
Maldives,1966-01-01,42.1,50.8,-8.699999999999996,,,,,
Marshall Islands,1966-01-01,57.1,50.8,6.300000000000004,,,,,
Mauritania,1966-01-01,48.7,50.8,-2.0999999999999943,,,,,
Mongolia,1966-01-01,50.2,50.8,-0.5999999999999943,,,,,
Morocco,1966-01-01,46.6,50.8,-4.199999999999996,,,,,
Myanmar,1966-01-01,48.4,50.8,-2.3999999999999986,,,,,
Namibia,1966-01-01,51.4,50.8,0.6000000000000014,,,,,
Nauru,1966-01-01,59.3,50.8,8.5,,,,,
Nicaragua,1966-01-01,51.3,50.8,0.5,,,,,
Oman,1966-01-01,43.1,50.8,-7.699999999999996,,,,,
Pakistan,1966-01-01,50.8,50.8,0.0,,,,,
Palau,1966-01-01,54.8,50.8,4.0,,,,,
Papua New Guinea,1966-01-01,49.5,50.8,-1.2999999999999972,,,,,
Sao Tome and Principe,1966-01-01,51.6,50.8,0.8000000000000043,,,,,
Solomon Islands,1966-01-01,52.5,50.8,1.7000000000000028,,,,,
South Africa,1966-01-01,54.4,50.8,3.6000000000000014,,,,,
Tajikistan,1966-01-01,55.3,50.8,4.5,,,,,
Tuvalu,1966-01-01,51.8,50.8,1.0,,,,,
Zimbabwe,1966-01-01,55.9,50.8,5.100000000000001,,,,,
Algeria,1967-01-01,42.6,51.4,-8.799999999999997,,,,,
Bangladesh,1967-01-01,48.9,51.4,-2.5,,,,,
Bolivia,1967-01-01,45.4,51.4,-6.0,,,,,
Botswana,1967-01-01,53.7,51.4,2.3000000000000043,,,,,
Congo,1967-01-01,52.1,51.4,0.7000000000000028,,,,,
Egypt,1967-01-01,49.5,51.4,-1.8999999999999986,,,,,
El Salvador,1967-01-01,50.9,51.4,-0.5,,,,,
Gabon,1967-01-01,50.9,51.4,-0.5,,,,,
Ghana,1967-01-01,47.7,51.4,-3.6999999999999957,,,,,
Guatemala,1967-01-01,48.0,51.4,-3.3999999999999986,,,,,
Honduras,1967-01-01,52.6,51.4,1.2000000000000028,,,,,
India,1967-01-01,45.7,51.4,-5.699999999999996,,,,,
Indonesia,1967-01-01,51.1,51.4,-0.29999999999999716,,,,,
Iran,1967-01-01,48.0,51.4,-3.3999999999999986,,,,,
Iraq,1967-01-01,58.4,51.4,7.0,,,,,
Kenya,1967-01-01,52.5,51.4,1.1000000000000014,,,,,
Kiribati,1967-01-01,52.5,51.4,1.1000000000000014,,,,,
Libya,1967-01-01,51.4,51.4,0.0,,,,,
Maldives,1967-01-01,42.8,51.4,-8.600000000000001,,,,,
Marshall Islands,1967-01-01,57.5,51.4,6.100000000000001,,,,,
Mauritania,1967-01-01,49.4,51.4,-2.0,,,,,
Mongolia,1967-01-01,50.9,51.4,-0.5,,,,,
Morocco,1967-01-01,47.2,51.4,-4.199999999999996,,,,,
Myanmar,1967-01-01,49.3,51.4,-2.1000000000000014,,,,,
Namibia,1967-01-01,52.0,51.4,0.6000000000000014,,,,,
Nauru,1967-01-01,59.7,51.4,8.300000000000004,,,,,
Nicaragua,1967-01-01,52.4,51.4,1.0,,,,,
Oman,1967-01-01,44.3,51.4,-7.100000000000001,,,,,
Pakistan,1967-01-01,51.9,51.4,0.5,,,,,
Palau,1967-01-01,55.2,51.4,3.8000000000000043,,,,,
Papua New Guinea,1967-01-01,50.1,51.4,-1.2999999999999972,,,,,
Sao Tome and Principe,1967-01-01,54.1,51.4,2.700000000000003,,,,,
Solomon Islands,1967-01-01,53.2,51.4,1.8000000000000043,,,,,
South Africa,1967-01-01,54.6,51.4,3.200000000000003,,,,,
Tajikistan,1967-01-01,55.7,51.4,4.300000000000004,,,,,
Tuvalu,1967-01-01,52.6,51.4,1.2000000000000028,,,,,
Zimbabwe,1967-01-01,56.2,51.4,4.800000000000004,,,,,
Algeria,1968-01-01,42.6,52.6,-10.0,,,,,
Bangladesh,1968-01-01,49.1,52.6,-3.5,,,,,
Bolivia,1968-01-01,45.8,52.6,-6.800000000000004,,,,,
Botswana,1968-01-01,54.2,52.6,1.6000000000000014,,,,,
Congo,1968-01-01,52.7,52.6,0.10000000000000142,,,,,
Egypt,1968-01-01,49.9,52.6,-2.700000000000003,,,,,
El Salvador,1968-01-01,50.8,52.6,-1.8000000000000043,,,,,
Gabon,1968-01-01,51.4,52.6,-1.2000000000000028,,,,,
Ghana,1968-01-01,47.6,52.6,-5.0,,,,,
Guatemala,1968-01-01,48.3,52.6,-4.300000000000004,,,,,
Honduras,1968-01-01,53.4,52.6,0.7999999999999972,,,,,
India,1968-01-01,47.5,52.6,-5.100000000000001,,,,,
Indonesia,1968-01-01,51.6,52.6,-1.0,,,,,
Iran,1968-01-01,48.1,52.6,-4.5,,,,,
Iraq,1968-01-01,58.8,52.6,6.199999999999996,,,,,
Kenya,1968-01-01,52.8,52.6,0.19999999999999574,,,,,
Kiribati,1968-01-01,53.2,52.6,0.6000000000000014,,,,,
Libya,1968-01-01,52.7,52.6,0.10000000000000142,,,,,
Maldives,1968-01-01,43.6,52.6,-9.0,,,,,
Marshall Islands,1968-01-01,57.9,52.6,5.299999999999997,,,,,
Mauritania,1968-01-01,50.0,52.6,-2.6000000000000014,,,,,
Mongolia,1968-01-01,51.5,52.6,-1.1000000000000014,,,,,
Morocco,1968-01-01,47.8,52.6,-4.800000000000004,,,,,
Myanmar,1968-01-01,50.1,52.6,-2.5,,,,,
Namibia,1968-01-01,52.6,52.6,0.0,,,,,
Nauru,1968-01-01,59.8,52.6,7.199999999999996,,,,,
Nicaragua,1968-01-01,53.5,52.6,0.8999999999999986,,,,,
Oman,1968-01-01,45.5,52.6,-7.100000000000001,,,,,
Pakistan,1968-01-01,52.9,52.6,0.29999999999999716,,,,,
Palau,1968-01-01,55.6,52.6,3.0,,,,,
Papua New Guinea,1968-01-01,50.8,52.6,-1.8000000000000043,,,,,
Sao Tome and Principe,1968-01-01,54.9,52.6,2.299999999999997,,,,,
Solomon Islands,1968-01-01,54.2,52.6,1.6000000000000014,,,,,
South Africa,1968-01-01,54.9,52.6,2.299999999999997,,,,,
Tajikistan,1968-01-01,56.1,52.6,3.5,,,,,
Tuvalu,1968-01-01,53.4,52.6,0.7999999999999972,,,,,
Zimbabwe,1968-01-01,56.5,52.6,3.8999999999999986,,,,,
Algeria,1969-01-01,42.8,53.1,-10.300000000000004,,,,,
Bangladesh,1969-01-01,49.2,53.1,-3.8999999999999986,,,,,
Bolivia,1969-01-01,46.2,53.1,-6.899999999999999,,,,,
Botswana,1969-01-01,54.7,53.1,1.6000000000000014,,,,,
Congo,1969-01-01,53.2,53.1,0.10000000000000142,,,,,
Egypt,1969-01-01,49.8,53.1,-3.3000000000000043,,,,,
El Salvador,1969-01-01,50.9,53.1,-2.200000000000003,,,,,
Gabon,1969-01-01,52.0,53.1,-1.1000000000000014,,,,,
Ghana,1969-01-01,47.6,53.1,-5.5,,,,,
Guatemala,1969-01-01,48.5,53.1,-4.600000000000001,,,,,
Honduras,1969-01-01,53.9,53.1,0.7999999999999972,,,,,
India,1969-01-01,47.9,53.1,-5.200000000000003,,,,,
Indonesia,1969-01-01,52.4,53.1,-0.7000000000000028,,,,,
Iran,1969-01-01,49.4,53.1,-3.700000000000003,,,,,
Iraq,1969-01-01,59.3,53.1,6.199999999999996,,,,,
Kenya,1969-01-01,53.2,53.1,0.10000000000000142,,,,,
Kiribati,1969-01-01,53.9,53.1,0.7999999999999972,,,,,
Libya,1969-01-01,54.0,53.1,0.8999999999999986,,,,,
Maldives,1969-01-01,44.3,53.1,-8.800000000000004,,,,,
Marshall Islands,1969-01-01,58.2,53.1,5.100000000000001,,,,,
Mauritania,1969-01-01,50.6,53.1,-2.5,,,,,
Mongolia,1969-01-01,52.0,53.1,-1.1000000000000014,,,,,
Morocco,1969-01-01,48.3,53.1,-4.800000000000004,,,,,
Myanmar,1969-01-01,50.3,53.1,-2.8000000000000043,,,,,
Namibia,1969-01-01,53.1,53.1,0.0,,,,,
Nauru,1969-01-01,60.0,53.1,6.899999999999999,,,,,
Nicaragua,1969-01-01,54.3,53.1,1.1999999999999957,,,,,
Oman,1969-01-01,46.7,53.1,-6.399999999999999,,,,,
Pakistan,1969-01-01,53.7,53.1,0.6000000000000014,,,,,
Palau,1969-01-01,56.0,53.1,2.8999999999999986,,,,,
Papua New Guinea,1969-01-01,51.4,53.1,-1.7000000000000028,,,,,
Sao Tome and Principe,1969-01-01,55.1,53.1,2.0,,,,,
Solomon Islands,1969-01-01,55.2,53.1,2.1000000000000014,,,,,
South Africa,1969-01-01,55.2,53.1,2.1000000000000014,,,,,
Tajikistan,1969-01-01,56.5,53.1,3.3999999999999986,,,,,
Tuvalu,1969-01-01,54.2,53.1,1.1000000000000014,,,,,
Zimbabwe,1969-01-01,56.7,53.1,3.6000000000000014,,,,,
Algeria,1970-01-01,43.2,53.6,-10.399999999999999,,,,,
Bangladesh,1970-01-01,42.6,53.6,-11.0,,,,,
Bolivia,1970-01-01,46.6,53.6,-7.0,,,,,
Botswana,1970-01-01,55.2,53.6,1.6000000000000014,,,,,
Congo,1970-01-01,53.6,53.6,0.0,,,,,
Egypt,1970-01-01,50.0,53.6,-3.6000000000000014,,,,,
El Salvador,1970-01-01,51.4,53.6,-2.200000000000003,,,,,
Gabon,1970-01-01,52.6,53.6,-1.0,,,,,
Ghana,1970-01-01,47.8,53.6,-5.800000000000004,,,,,
Guatemala,1970-01-01,49.4,53.6,-4.200000000000003,,,,,
Honduras,1970-01-01,54.4,53.6,0.7999999999999972,,,,,
India,1970-01-01,48.2,53.6,-5.399999999999999,,,,,
Indonesia,1970-01-01,53.0,53.6,-0.6000000000000014,,,,,
Iran,1970-01-01,50.2,53.6,-3.3999999999999986,,,,,
Iraq,1970-01-01,60.2,53.6,6.600000000000001,,,,,
Kenya,1970-01-01,53.6,53.6,0.0,,,,,
Kiribati,1970-01-01,54.5,53.6,0.8999999999999986,,,,,
Libya,1970-01-01,55.2,53.6,1.6000000000000014,,,,,
Maldives,1970-01-01,45.1,53.6,-8.5,,,,,
Marshall Islands,1970-01-01,58.5,53.6,4.899999999999999,,,,,
Mauritania,1970-01-01,51.0,53.6,-2.6000000000000014,,,,,
Mongolia,1970-01-01,52.7,53.6,-0.8999999999999986,,,,,
Morocco,1970-01-01,48.8,53.6,-4.800000000000004,,,,,
Myanmar,1970-01-01,50.7,53.6,-2.8999999999999986,,,,,
Namibia,1970-01-01,53.6,53.6,0.0,,,,,
Nauru,1970-01-01,60.0,53.6,6.399999999999999,,,,,
Nicaragua,1970-01-01,55.0,53.6,1.3999999999999986,,,,,
Oman,1970-01-01,47.7,53.6,-5.899999999999999,,,,,
Pakistan,1970-01-01,54.8,53.6,1.1999999999999957,,,,,
Palau,1970-01-01,56.5,53.6,2.8999999999999986,,,,,
Papua New Guinea,1970-01-01,52.1,53.6,-1.5,,,,,
Sao Tome and Principe,1970-01-01,56.5,53.6,2.8999999999999986,,,,,
Solomon Islands,1970-01-01,56.1,53.6,2.5,,,,,
South Africa,1970-01-01,55.6,53.6,2.0,,,,,
Tajikistan,1970-01-01,56.8,53.6,3.1999999999999957,,,,,
Tuvalu,1970-01-01,54.9,53.6,1.2999999999999972,,,,,
Zimbabwe,1970-01-01,57.0,53.6,3.3999999999999986,,,,,
Algeria,1971-01-01,43.7,53.6,-9.899999999999999,,,,,
Bangladesh,1971-01-01,26.0,53.6,-27.6,,,,,
Bolivia,1971-01-01,47.1,53.6,-6.5,,,,,
Botswana,1971-01-01,55.7,53.6,2.1000000000000014,,,,,
Congo,1971-01-01,54.0,53.6,0.3999999999999986,,,,,
Egypt,1971-01-01,50.4,53.6,-3.200000000000003,,,,,
El Salvador,1971-01-01,52.2,53.6,-1.3999999999999986,,,,,
Gabon,1971-01-01,53.1,53.6,-0.5,,,,,
Ghana,1971-01-01,47.8,53.6,-5.800000000000004,,,,,
Guatemala,1971-01-01,50.5,53.6,-3.1000000000000014,,,,,
Honduras,1971-01-01,55.0,53.6,1.3999999999999986,,,,,
India,1971-01-01,48.6,53.6,-5.0,,,,,
Indonesia,1971-01-01,53.6,53.6,0.0,,,,,
Iran,1971-01-01,51.1,53.6,-2.5,,,,,
Iraq,1971-01-01,60.9,53.6,7.299999999999997,,,,,
Kenya,1971-01-01,54.3,53.6,0.6999999999999957,,,,,
Kiribati,1971-01-01,55.1,53.6,1.5,,,,,
Libya,1971-01-01,56.3,53.6,2.6999999999999957,,,,,
Maldives,1971-01-01,46.1,53.6,-7.5,,,,,
Marshall Islands,1971-01-01,58.9,53.6,5.299999999999997,,,,,
Mauritania,1971-01-01,51.4,53.6,-2.200000000000003,,,,,
Mongolia,1971-01-01,53.3,53.6,-0.30000000000000426,,,,,
Morocco,1971-01-01,49.2,53.6,-4.399999999999999,,,,,
Myanmar,1971-01-01,51.2,53.6,-2.3999999999999986,,,,,
Namibia,1971-01-01,54.2,53.6,0.6000000000000014,,,,,
Nauru,1971-01-01,60.3,53.6,6.699999999999996,,,,,
Nicaragua,1971-01-01,55.3,53.6,1.6999999999999957,,,,,
Oman,1971-01-01,48.9,53.6,-4.700000000000003,,,,,
Pakistan,1971-01-01,50.4,53.6,-3.200000000000003,,,,,
Palau,1971-01-01,57.0,53.6,3.3999999999999986,,,,,
Papua New Guinea,1971-01-01,52.6,53.6,-1.0,,,,,
Sao Tome and Principe,1971-01-01,56.8,53.6,3.1999999999999957,,,,,
Solomon Islands,1971-01-01,57.0,53.6,3.3999999999999986,,,,,
South Africa,1971-01-01,56.0,53.6,2.3999999999999986,,,,,
Tajikistan,1971-01-01,57.2,53.6,3.6000000000000014,,,,,
Tuvalu,1971-01-01,55.7,53.6,2.1000000000000014,,,,,
Zimbabwe,1971-01-01,57.2,53.6,3.6000000000000014,,,,,
Algeria,1972-01-01,44.3,54.2,-9.900000000000006,,,,,
