Country,ds,y_tr,y_repr_tr,adjusted_val,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Bangladesh,1972-01-01,49.6,54.2,-4.600000000000001,,,,,
Bolivia,1972-01-01,47.5,54.2,-6.700000000000003,,,,,
Botswana,1972-01-01,56.3,54.2,2.0999999999999943,,,,,
Congo,1972-01-01,54.4,54.2,0.19999999999999574,,,,,
Egypt,1972-01-01,50.8,54.2,-3.4000000000000057,,,,,
El Salvador,1972-01-01,53.0,54.2,-1.2000000000000028,,,,,
Gabon,1972-01-01,53.6,54.2,-0.6000000000000014,,,,,
Ghana,1972-01-01,48.0,54.2,-6.200000000000003,,,,,
Guatemala,1972-01-01,51.6,54.2,-2.6000000000000014,,,,,
Honduras,1972-01-01,55.6,54.2,1.3999999999999986,,,,,
India,1972-01-01,49.0,54.2,-5.200000000000003,,,,,
Indonesia,1972-01-01,54.2,54.2,0.0,,,,,
Iran,1972-01-01,51.7,54.2,-2.5,,,,,
Iraq,1972-01-01,61.4,54.2,7.199999999999996,,,,,
Kenya,1972-01-01,55.0,54.2,0.7999999999999972,,,,,
Kiribati,1972-01-01,55.5,54.2,1.2999999999999972,,,,,
Libya,1972-01-01,57.5,54.2,3.299999999999997,,,,,
Maldives,1972-01-01,47.1,54.2,-7.100000000000001,,,,,
Marshall Islands,1972-01-01,59.4,54.2,5.199999999999996,,,,,
Mauritania,1972-01-01,51.7,54.2,-2.5,,,,,
Mongolia,1972-01-01,54.0,54.2,-0.20000000000000284,,,,,
Morocco,1972-01-01,49.7,54.2,-4.5,,,,,
Myanmar,1972-01-01,51.5,54.2,-2.700000000000003,,,,,
Namibia,1972-01-01,54.8,54.2,0.5999999999999943,,,,,
Nauru,1972-01-01,60.4,54.2,6.199999999999996,,,,,
Nicaragua,1972-01-01,48.6,54.2,-5.600000000000001,,,,,
Oman,1972-01-01,49.6,54.2,-4.600000000000001,,,,,
Pakistan,1972-01-01,55.2,54.2,1.0,,,,,
Palau,1972-01-01,57.5,54.2,3.299999999999997,,,,,
Papua New Guinea,1972-01-01,53.2,54.2,-1.0,,,,,
Sao Tome and Principe,1972-01-01,57.3,54.2,3.0999999999999943,,,,,
Solomon Islands,1972-01-01,57.8,54.2,3.5999999999999943,,,,,
South Africa,1972-01-01,56.3,54.2,2.0999999999999943,,,,,
Tajikistan,1972-01-01,57.6,54.2,3.3999999999999986,,,,,
Tuvalu,1972-01-01,54.4,54.2,0.19999999999999574,,,,,
Zimbabwe,1972-01-01,57.4,54.2,3.1999999999999957,,,,,
Algeria,1973-01-01,45.1,54.7,-9.600000000000001,,,,,
Bangladesh,1973-01-01,49.8,54.7,-4.900000000000006,,,,,
Bolivia,1973-01-01,48.0,54.7,-6.700000000000003,,,,,
Botswana,1973-01-01,56.9,54.7,2.1999999999999957,,,,,
Congo,1973-01-01,54.7,54.7,0.0,,,,,
Egypt,1973-01-01,50.9,54.7,-3.8000000000000043,,,,,
El Salvador,1973-01-01,54.0,54.7,-0.7000000000000028,,,,,
Gabon,1973-01-01,54.1,54.7,-0.6000000000000014,,,,,
Ghana,1973-01-01,48.4,54.7,-6.300000000000004,,,,,
Guatemala,1973-01-01,53.0,54.7,-1.7000000000000028,,,,,
Honduras,1973-01-01,54.4,54.7,-0.30000000000000426,,,,,
India,1973-01-01,49.5,54.7,-5.200000000000003,,,,,
Indonesia,1973-01-01,54.8,54.7,0.09999999999999432,,,,,
Iran,1973-01-01,52.9,54.7,-1.8000000000000043,,,,,
Iraq,1973-01-01,62.0,54.7,7.299999999999997,,,,,
Kenya,1973-01-01,55.7,54.7,1.0,,,,,
Kiribati,1973-01-01,56.0,54.7,1.2999999999999972,,,,,
Libya,1973-01-01,58.3,54.7,3.5999999999999943,,,,,
Maldives,1973-01-01,48.2,54.7,-6.5,,,,,
Marshall Islands,1973-01-01,59.7,54.7,5.0,,,,,
Mauritania,1973-01-01,51.9,54.7,-2.8000000000000043,,,,,
Mongolia,1973-01-01,54.6,54.7,-0.10000000000000142,,,,,
Morocco,1973-01-01,50.2,54.7,-4.5,,,,,
Myanmar,1973-01-01,51.9,54.7,-2.8000000000000043,,,,,
Namibia,1973-01-01,55.4,54.7,0.6999999999999957,,,,,
Nauru,1973-01-01,60.5,54.7,5.799999999999997,,,,,
Nicaragua,1973-01-01,55.7,54.7,1.0,,,,,
Oman,1973-01-01,50.9,54.7,-3.8000000000000043,,,,,
Pakistan,1973-01-01,55.5,54.7,0.7999999999999972,,,,,
Palau,1973-01-01,58.1,54.7,3.3999999999999986,,,,,
Papua New Guinea,1973-01-01,53.9,54.7,-0.8000000000000043,,,,,
Sao Tome and Principe,1973-01-01,57.9,54.7,3.1999999999999957,,,,,
Solomon Islands,1973-01-01,58.6,54.7,3.8999999999999986,,,,,
South Africa,1973-01-01,56.7,54.7,2.0,,,,,
Tajikistan,1973-01-01,57.9,54.7,3.1999999999999957,,,,,
Tuvalu,1973-01-01,57.2,54.7,2.5,,,,,
Zimbabwe,1973-01-01,57.4,54.7,2.6999999999999957,,,,,
Algeria,1974-01-01,46.0,55.2,-9.200000000000003,,,,,
Bangladesh,1974-01-01,49.2,55.2,-6.0,,,,,
Bolivia,1974-01-01,48.4,55.2,-6.800000000000004,,,,,
Botswana,1974-01-01,57.4,55.2,2.1999999999999957,,,,,
Congo,1974-01-01,55.1,55.2,-0.10000000000000142,,,,,
Egypt,1974-01-01,51.8,55.2,-3.4000000000000057,,,,,
El Salvador,1974-01-01,54.7,55.2,-0.5,,,,,
Gabon,1974-01-01,54.6,55.2,-0.6000000000000014,,,,,
Ghana,1974-01-01,48.8,55.2,-6.400000000000006,,,,,
Guatemala,1974-01-01,54.0,55.2,-1.2000000000000028,,,,,
Honduras,1974-01-01,52.3,55.2,-2.9000000000000057,,,,,
India,1974-01-01,50.2,55.2,-5.0,,,,,
Indonesia,1974-01-01,55.4,55.2,0.19999999999999574,,,,,
Iran,1974-01-01,53.9,55.2,-1.3000000000000043,,,,,
Iraq,1974-01-01,60.9,55.2,5.699999999999996,,,,,
Kenya,1974-01-01,55.6,55.2,0.3999999999999986,,,,,
Kiribati,1974-01-01,56.3,55.2,1.0999999999999943,,,,,
Libya,1974-01-01,59.6,55.2,4.399999999999999,,,,,
Maldives,1974-01-01,49.4,55.2,-5.800000000000004,,,,,
Marshall Islands,1974-01-01,60.1,55.2,4.899999999999999,,,,,
Mauritania,1974-01-01,52.2,55.2,-3.0,,,,,
Mongolia,1974-01-01,55.2,55.2,0.0,,,,,
Morocco,1974-01-01,50.7,55.2,-4.5,,,,,
Myanmar,1974-01-01,52.2,55.2,-3.0,,,,,
Namibia,1974-01-01,55.9,55.2,0.6999999999999957,,,,,
Nauru,1974-01-01,60.9,55.2,5.699999999999996,,,,,
Nicaragua,1974-01-01,55.8,55.2,0.5999999999999943,,,,,
Oman,1974-01-01,52.1,55.2,-3.1000000000000014,,,,,
Pakistan,1974-01-01,55.5,55.2,0.29999999999999716,,,,,
Palau,1974-01-01,58.6,55.2,3.3999999999999986,,,,,
Papua New Guinea,1974-01-01,54.5,55.2,-0.7000000000000028,,,,,
Sao Tome and Principe,1974-01-01,58.0,55.2,2.799999999999997,,,,,
Solomon Islands,1974-01-01,59.4,55.2,4.199999999999996,,,,,
South Africa,1974-01-01,57.1,55.2,1.8999999999999986,,,,,
Tajikistan,1974-01-01,58.4,55.2,3.1999999999999957,,,,,
Tuvalu,1974-01-01,57.9,55.2,2.6999999999999957,,,,,
Zimbabwe,1974-01-01,57.5,55.2,2.299999999999997,,,,,
Algeria,1975-01-01,47.0,55.8,-8.799999999999997,,,,,
Bangladesh,1975-01-01,50.3,55.8,-5.5,,,,,
Bolivia,1975-01-01,48.8,55.8,-7.0,,,,,
Botswana,1975-01-01,58.0,55.8,2.200000000000003,,,,,
Congo,1975-01-01,55.3,55.8,-0.5,,,,,
Egypt,1975-01-01,52.6,55.8,-3.1999999999999957,,,,,
El Salvador,1975-01-01,54.9,55.8,-0.8999999999999986,,,,,
Gabon,1975-01-01,55.0,55.8,-0.7999999999999972,,,,,
Ghana,1975-01-01,49.2,55.8,-6.599999999999994,,,,,
Guatemala,1975-01-01,54.8,55.8,-1.0,,,,,
Honduras,1975-01-01,57.5,55.8,1.7000000000000028,,,,,
India,1975-01-01,50.8,55.8,-5.0,,,,,
Indonesia,1975-01-01,56.0,55.8,0.20000000000000284,,,,,
Iran,1975-01-01,54.8,55.8,-1.0,,,,,
Iraq,1975-01-01,61.5,55.8,5.700000000000003,,,,,
Kenya,1975-01-01,55.8,55.8,0.0,,,,,
Kiribati,1975-01-01,56.5,55.8,0.7000000000000028,,,,,
Libya,1975-01-01,60.8,55.8,5.0,,,,,
Maldives,1975-01-01,50.5,55.8,-5.299999999999997,,,,,
Marshall Islands,1975-01-01,60.3,55.8,4.5,,,,,
Mauritania,1975-01-01,52.6,55.8,-3.1999999999999957,,,,,
Mongolia,1975-01-01,55.6,55.8,-0.19999999999999574,,,,,
Morocco,1975-01-01,51.2,55.8,-4.599999999999994,,,,,
Myanmar,1975-01-01,52.5,55.8,-3.299999999999997,,,,,
Namibia,1975-01-01,56.5,55.8,0.7000000000000028,,,,,
Nauru,1975-01-01,60.9,55.8,5.100000000000001,,,,,
Nicaragua,1975-01-01,56.0,55.8,0.20000000000000284,,,,,
Oman,1975-01-01,53.3,55.8,-2.5,,,,,
Pakistan,1975-01-01,55.9,55.8,0.10000000000000142,,,,,
Palau,1975-01-01,59.1,55.8,3.3000000000000043,,,,,
Papua New Guinea,1975-01-01,55.0,55.8,-0.7999999999999972,,,,,
Sao Tome and Principe,1975-01-01,58.3,55.8,2.5,,,,,
Solomon Islands,1975-01-01,58.1,55.8,2.3000000000000043,,,,,
South Africa,1975-01-01,57.5,55.8,1.7000000000000028,,,,,
Tajikistan,1975-01-01,58.9,55.8,3.1000000000000014,,,,,
Tuvalu,1975-01-01,58.5,55.8,2.700000000000003,,,,,
Zimbabwe,1975-01-01,57.6,55.8,1.8000000000000043,,,,,
Algeria,1976-01-01,48.0,55.9,-7.899999999999999,,,,,
Bangladesh,1976-01-01,50.6,55.9,-5.299999999999997,,,,,
Bolivia,1976-01-01,49.3,55.9,-6.600000000000001,,,,,
Botswana,1976-01-01,58.6,55.9,2.700000000000003,,,,,
Congo,1976-01-01,55.6,55.9,-0.29999999999999716,,,,,
Egypt,1976-01-01,53.4,55.9,-2.5,,,,,
El Salvador,1976-01-01,54.6,55.9,-1.2999999999999972,,,,,
Gabon,1976-01-01,55.6,55.9,-0.29999999999999716,,,,,
Ghana,1976-01-01,49.8,55.9,-6.100000000000001,,,,,
Guatemala,1976-01-01,49.2,55.9,-6.699999999999996,,,,,
Honduras,1976-01-01,58.2,55.9,2.3000000000000043,,,,,
India,1976-01-01,51.4,55.9,-4.5,,,,,
Indonesia,1976-01-01,56.5,55.9,0.6000000000000014,,,,,
Iran,1976-01-01,55.7,55.9,-0.19999999999999574,,,,,
Iraq,1976-01-01,63.7,55.9,7.800000000000004,,,,,
Kenya,1976-01-01,55.9,55.9,0.0,,,,,
Kiribati,1976-01-01,56.6,55.9,0.7000000000000028,,,,,
Libya,1976-01-01,62.1,55.9,6.200000000000003,,,,,
Maldives,1976-01-01,51.6,55.9,-4.299999999999997,,,,,
Marshall Islands,1976-01-01,60.5,55.9,4.600000000000001,,,,,
Mauritania,1976-01-01,52.9,55.9,-3.0,,,,,
Mongolia,1976-01-01,55.4,55.9,-0.5,,,,,
Morocco,1976-01-01,51.9,55.9,-4.0,,,,,
Myanmar,1976-01-01,53.0,55.9,-2.8999999999999986,,,,,
Namibia,1976-01-01,57.0,55.9,1.1000000000000014,,,,,
Nauru,1976-01-01,61.4,55.9,5.5,,,,,
Nicaragua,1976-01-01,56.3,55.9,0.3999999999999986,,,,,
Oman,1976-01-01,55.2,55.9,-0.6999999999999957,,,,,
Pakistan,1976-01-01,56.1,55.9,0.20000000000000284,,,,,
Palau,1976-01-01,59.6,55.9,3.700000000000003,,,,,
Papua New Guinea,1976-01-01,55.6,55.9,-0.29999999999999716,,,,,
Sao Tome and Principe,1976-01-01,58.6,55.9,2.700000000000003,,,,,
Solomon Islands,1976-01-01,60.7,55.9,4.800000000000004,,,,,
South Africa,1976-01-01,58.0,55.9,2.1000000000000014,,,,,
Tajikistan,1976-01-01,59.2,55.9,3.3000000000000043,,,,,
Tuvalu,1976-01-01,59.2,55.9,3.3000000000000043,,,,,
Zimbabwe,1976-01-01,56.9,55.9,1.0,,,,,
Algeria,1977-01-01,49.2,56.3,-7.099999999999994,,,,,
Bangladesh,1977-01-01,51.2,56.3,-5.099999999999994,,,,,
Bolivia,1977-01-01,49.7,56.3,-6.599999999999994,,,,,
Botswana,1977-01-01,59.2,56.3,2.9000000000000057,,,,,
Congo,1977-01-01,55.8,56.3,-0.5,,,,,
Egypt,1977-01-01,54.1,56.3,-2.1999999999999957,,,,,
El Salvador,1977-01-01,54.0,56.3,-2.299999999999997,,,,,
Gabon,1977-01-01,56.1,56.3,-0.19999999999999574,,,,,
Ghana,1977-01-01,50.1,56.3,-6.199999999999996,,,,,
Guatemala,1977-01-01,55.8,56.3,-0.5,,,,,
Honduras,1977-01-01,58.7,56.3,2.4000000000000057,,,,,
India,1977-01-01,51.9,56.3,-4.399999999999999,,,,,
Indonesia,1977-01-01,57.1,56.3,0.8000000000000043,,,,,
Iran,1977-01-01,56.6,56.3,0.30000000000000426,,,,,
Iraq,1977-01-01,64.2,56.3,7.900000000000006,,,,,
Kenya,1977-01-01,56.5,56.3,0.20000000000000284,,,,,
Kiribati,1977-01-01,56.0,56.3,-0.29999999999999716,,,,,
Libya,1977-01-01,62.8,56.3,6.5,,,,,
Maldives,1977-01-01,52.6,56.3,-3.6999999999999957,,,,,
Marshall Islands,1977-01-01,60.6,56.3,4.300000000000004,,,,,
Mauritania,1977-01-01,53.4,56.3,-2.8999999999999986,,,,,
Mongolia,1977-01-01,55.5,56.3,-0.7999999999999972,,,,,
Morocco,1977-01-01,52.7,56.3,-3.5999999999999943,,,,,
Myanmar,1977-01-01,53.3,56.3,-3.0,,,,,
Namibia,1977-01-01,57.6,56.3,1.3000000000000043,,,,,
Nauru,1977-01-01,61.5,56.3,5.200000000000003,,,,,
Nicaragua,1977-01-01,56.2,56.3,-0.09999999999999432,,,,,
Oman,1977-01-01,56.3,56.3,0.0,,,,,
Pakistan,1977-01-01,56.3,56.3,0.0,,,,,
Palau,1977-01-01,60.0,56.3,3.700000000000003,,,,,
Papua New Guinea,1977-01-01,56.0,56.3,-0.29999999999999716,,,,,
Sao Tome and Principe,1977-01-01,58.8,56.3,2.5,,,,,
Solomon Islands,1977-01-01,60.9,56.3,4.600000000000001,,,,,
South Africa,1977-01-01,58.5,56.3,2.200000000000003,,,,,
Tajikistan,1977-01-01,59.4,56.3,3.1000000000000014,,,,,
Tuvalu,1977-01-01,59.7,56.3,3.4000000000000057,,,,,
Zimbabwe,1977-01-01,56.3,56.3,0.0,,,,,
Algeria,1978-01-01,50.4,56.7,-6.300000000000004,,,,,
Bangladesh,1978-01-01,51.3,56.7,-5.400000000000006,,,,,
Bolivia,1978-01-01,50.2,56.7,-6.5,,,,,
Botswana,1978-01-01,59.7,56.7,3.0,,,,,
Congo,1978-01-01,56.1,56.7,-0.6000000000000014,,,,,
Egypt,1978-01-01,55.0,56.7,-1.7000000000000028,,,,,
El Salvador,1978-01-01,53.2,56.7,-3.5,,,,,
Gabon,1978-01-01,56.7,56.7,0.0,,,,,
Ghana,1978-01-01,50.6,56.7,-6.100000000000001,,,,,
Guatemala,1978-01-01,56.0,56.7,-0.7000000000000028,,,,,
Honduras,1978-01-01,59.3,56.7,2.5999999999999943,,,,,
India,1978-01-01,52.5,56.7,-4.200000000000003,,,,,
Indonesia,1978-01-01,57.6,56.7,0.8999999999999986,,,,,
Iran,1978-01-01,55.9,56.7,-0.8000000000000043,,,,,
Iraq,1978-01-01,64.4,56.7,7.700000000000003,,,,,
Kenya,1978-01-01,56.9,56.7,0.19999999999999574,,,,,
Kiribati,1978-01-01,56.9,56.7,0.19999999999999574,,,,,
Libya,1978-01-01,63.6,56.7,6.899999999999999,,,,,
Maldives,1978-01-01,51.1,56.7,-5.600000000000001,,,,,
Marshall Islands,1978-01-01,60.7,56.7,4.0,,,,,
Mauritania,1978-01-01,53.9,56.7,-2.8000000000000043,,,,,
Mongolia,1978-01-01,55.5,56.7,-1.2000000000000028,,,,,
Morocco,1978-01-01,53.5,56.7,-3.200000000000003,,,,,
Myanmar,1978-01-01,53.5,56.7,-3.200000000000003,,,,,
Namibia,1978-01-01,58.1,56.7,1.3999999999999986,,,,,
Nauru,1978-01-01,61.5,56.7,4.799999999999997,,,,,
Nicaragua,1978-01-01,53.6,56.7,-3.1000000000000014,,,,,
Oman,1978-01-01,57.7,56.7,1.0,,,,,
Pakistan,1978-01-01,56.7,56.7,0.0,,,,,
Palau,1978-01-01,60.3,56.7,3.5999999999999943,,,,,
Papua New Guinea,1978-01-01,56.6,56.7,-0.10000000000000142,,,,,
Sao Tome and Principe,1978-01-01,59.3,56.7,2.5999999999999943,,,,,
Solomon Islands,1978-01-01,61.9,56.7,5.199999999999996,,,,,
South Africa,1978-01-01,59.0,56.7,2.299999999999997,,,,,
Tajikistan,1978-01-01,59.5,56.7,2.799999999999997,,,,,
Tuvalu,1978-01-01,60.1,56.7,3.3999999999999986,,,,,
Zimbabwe,1978-01-01,54.6,56.7,-2.1000000000000014,,,,,
Algeria,1979-01-01,51.8,57.1,-5.300000000000004,,,,,
Bangladesh,1979-01-01,51.5,57.1,-5.600000000000001,,,,,
Bolivia,1979-01-01,50.7,57.1,-6.399999999999999,,,,,
Botswana,1979-01-01,60.2,57.1,3.1000000000000014,,,,,
Congo,1979-01-01,56.3,57.1,-0.8000000000000043,,,,,
Egypt,1979-01-01,55.8,57.1,-1.3000000000000043,,,,,
El Salvador,1979-01-01,52.2,57.1,-4.899999999999999,,,,,
Gabon,1979-01-01,57.1,57.1,0.0,,,,,
Ghana,1979-01-01,50.9,57.1,-6.200000000000003,,,,,
Guatemala,1979-01-01,56.2,57.1,-0.8999999999999986,,,,,
Honduras,1979-01-01,59.9,57.1,2.799999999999997,,,,,
India,1979-01-01,53.1,57.1,-4.0,,,,,
Indonesia,1979-01-01,58.2,57.1,1.1000000000000014,,,,,
Iran,1979-01-01,58.6,57.1,1.5,,,,,
Iraq,1979-01-01,64.8,57.1,7.699999999999996,,,,,
Kenya,1979-01-01,57.7,57.1,0.6000000000000014,,,,,
Kiribati,1979-01-01,57.1,57.1,0.0,,,,,
Libya,1979-01-01,64.3,57.1,7.199999999999996,,,,,
Maldives,1979-01-01,54.7,57.1,-2.3999999999999986,,,,,
Marshall Islands,1979-01-01,60.9,57.1,3.799999999999997,,,,,
Mauritania,1979-01-01,54.5,57.1,-2.6000000000000014,,,,,
Mongolia,1979-01-01,55.6,57.1,-1.5,,,,,
Morocco,1979-01-01,54.4,57.1,-2.700000000000003,,,,,
Myanmar,1979-01-01,53.9,57.1,-3.200000000000003,,,,,
Namibia,1979-01-01,58.4,57.1,1.2999999999999972,,,,,
Nauru,1979-01-01,61.5,57.1,4.399999999999999,,,,,
Nicaragua,1979-01-01,50.8,57.1,-6.300000000000004,,,,,
Oman,1979-01-01,59.2,57.1,2.1000000000000014,,,,,
Pakistan,1979-01-01,57.1,57.1,0.0,,,,,
Palau,1979-01-01,60.6,57.1,3.5,,,,,
Papua New Guinea,1979-01-01,57.0,57.1,-0.10000000000000142,,,,,
Sao Tome and Principe,1979-01-01,59.7,57.1,2.6000000000000014,,,,,
Solomon Islands,1979-01-01,62.4,57.1,5.299999999999997,,,,,
South Africa,1979-01-01,59.4,57.1,2.299999999999997,,,,,
Tajikistan,1979-01-01,59.6,57.1,2.5,,,,,
Tuvalu,1979-01-01,60.5,57.1,3.3999999999999986,,,,,
Zimbabwe,1979-01-01,55.0,57.1,-2.1000000000000014,,,,,
Algeria,1980-01-01,53.3,57.6,-4.300000000000004,,,,,
Bangladesh,1980-01-01,51.8,57.6,-5.800000000000004,,,,,
Bolivia,1980-01-01,51.2,57.6,-6.399999999999999,,,,,
Botswana,1980-01-01,60.6,57.6,3.0,,,,,
Congo,1980-01-01,56.6,57.6,-1.0,,,,,
Egypt,1980-01-01,56.6,57.6,-1.0,,,,,
El Salvador,1980-01-01,48.0,57.6,-9.600000000000001,,,,,
Gabon,1980-01-01,57.5,57.6,-0.10000000000000142,,,,,
Ghana,1980-01-01,51.1,57.6,-6.5,,,,,
Guatemala,1980-01-01,56.0,57.6,-1.6000000000000014,,,,,
Honduras,1980-01-01,60.5,57.6,2.8999999999999986,,,,,
India,1980-01-01,53.6,57.6,-4.0,,,,,
Indonesia,1980-01-01,58.8,57.6,1.1999999999999957,,,,,
Iran,1980-01-01,58.5,57.6,0.8999999999999986,,,,,
Iraq,1980-01-01,61.5,57.6,3.8999999999999986,,,,,
Kenya,1980-01-01,58.5,57.6,0.8999999999999986,,,,,
Kiribati,1980-01-01,57.3,57.6,-0.30000000000000426,,,,,
Libya,1980-01-01,64.9,57.6,7.300000000000004,,,,,
Maldives,1980-01-01,55.6,57.6,-2.0,,,,,
Marshall Islands,1980-01-01,61.0,57.6,3.3999999999999986,,,,,
Mauritania,1980-01-01,55.1,57.6,-2.5,,,,,
Mongolia,1980-01-01,55.6,57.6,-2.0,,,,,
Morocco,1980-01-01,55.2,57.6,-2.3999999999999986,,,,,
Myanmar,1980-01-01,54.4,57.6,-3.200000000000003,,,,,
Namibia,1980-01-01,56.8,57.6,-0.8000000000000043,,,,,
Nauru,1980-01-01,61.6,57.6,4.0,,,,,
Nicaragua,1980-01-01,57.9,57.6,0.29999999999999716,,,,,
Oman,1980-01-01,60.4,57.6,2.799999999999997,,,,,
Pakistan,1980-01-01,57.6,57.6,0.0,,,,,
Palau,1980-01-01,60.8,57.6,3.1999999999999957,,,,,
Papua New Guinea,1980-01-01,57.4,57.6,-0.20000000000000284,,,,,
Sao Tome and Principe,1980-01-01,59.7,57.6,2.1000000000000014,,,,,
Solomon Islands,1980-01-01,62.8,57.6,5.199999999999996,,,,,
South Africa,1980-01-01,59.8,57.6,2.1999999999999957,,,,,
Tajikistan,1980-01-01,59.5,57.6,1.8999999999999986,,,,,
Tuvalu,1980-01-01,60.8,57.6,3.1999999999999957,,,,,
Zimbabwe,1980-01-01,58.7,57.6,1.1000000000000014,,,,,
Algeria,1981-01-01,55.3,57.8,-2.5,,,,,
Bangladesh,1981-01-01,52.2,57.8,-5.599999999999994,,,,,
Bolivia,1981-01-01,51.6,57.8,-6.199999999999996,,,,,
Botswana,1981-01-01,61.1,57.8,3.3000000000000043,,,,,
Congo,1981-01-01,56.8,57.8,-1.0,,,,,
Egypt,1981-01-01,57.1,57.8,-0.6999999999999957,,,,,
El Salvador,1981-01-01,48.2,57.8,-9.599999999999994,,,,,
Gabon,1981-01-01,57.8,57.8,0.0,,,,,
Ghana,1981-01-01,51.3,57.8,-6.5,,,,,
Guatemala,1981-01-01,56.0,57.8,-1.7999999999999972,,,,,
Honduras,1981-01-01,61.0,57.8,3.200000000000003,,,,,
India,1981-01-01,54.2,57.8,-3.5999999999999943,,,,,
Indonesia,1981-01-01,59.1,57.8,1.3000000000000043,,,,,
Iran,1981-01-01,56.7,57.8,-1.0999999999999943,,,,,
Iraq,1981-01-01,59.3,57.8,1.5,,,,,
Kenya,1981-01-01,61.2,57.8,3.4000000000000057,,,,,
Kiribati,1981-01-01,57.5,57.8,-0.29999999999999716,,,,,
Libya,1981-01-01,65.4,57.8,7.6000000000000085,,,,,
Maldives,1981-01-01,56.4,57.8,-1.3999999999999986,,,,,
Marshall Islands,1981-01-01,61.2,57.8,3.4000000000000057,,,,,
Mauritania,1981-01-01,55.7,57.8,-2.0999999999999943,,,,,
Mongolia,1981-01-01,55.7,57.8,-2.0999999999999943,,,,,
Morocco,1981-01-01,56.0,57.8,-1.7999999999999972,,,,,
Myanmar,1981-01-01,54.6,57.8,-3.1999999999999957,,,,,
Namibia,1981-01-01,57.1,57.8,-0.6999999999999957,,,,,
Nauru,1981-01-01,61.9,57.8,4.100000000000001,,,,,
Nicaragua,1981-01-01,58.2,57.8,0.4000000000000057,,,,,
Oman,1981-01-01,61.6,57.8,3.8000000000000043,,,,,
Pakistan,1981-01-01,58.1,57.8,0.30000000000000426,,,,,
Palau,1981-01-01,61.0,57.8,3.200000000000003,,,,,
Papua New Guinea,1981-01-01,57.8,57.8,0.0,,,,,
Sao Tome and Principe,1981-01-01,59.5,57.8,1.7000000000000028,,,,,
Solomon Islands,1981-01-01,63.2,57.8,5.400000000000006,,,,,
South Africa,1981-01-01,60.4,57.8,2.6000000000000014,,,,,
Tajikistan,1981-01-01,59.5,57.8,1.7000000000000028,,,,,
Tuvalu,1981-01-01,61.1,57.8,3.3000000000000043,,,,,
Zimbabwe,1981-01-01,59.3,57.8,1.5,,,,,
Algeria,1982-01-01,57.4,58.1,-0.7000000000000028,,,,,
Bangladesh,1982-01-01,52.5,58.1,-5.600000000000001,,,,,
Bolivia,1982-01-01,52.1,58.1,-6.0,,,,,
Botswana,1982-01-01,61.6,58.1,3.5,,,,,
Congo,1982-01-01,57.0,58.1,-1.1000000000000014,,,,,
Egypt,1982-01-01,57.9,58.1,-0.20000000000000284,,,,,
El Salvador,1982-01-01,51.1,58.1,-7.0,,,,,
Gabon,1982-01-01,58.1,58.1,0.0,,,,,
Ghana,1982-01-01,51.4,58.1,-6.700000000000003,,,,,
Guatemala,1982-01-01,50.1,58.1,-8.0,,,,,
Honduras,1982-01-01,61.5,58.1,3.3999999999999986,,,,,
India,1982-01-01,54.7,58.1,-3.3999999999999986,,,,,
Indonesia,1982-01-01,59.8,58.1,1.6999999999999957,,,,,
Iran,1982-01-01,57.7,58.1,-0.3999999999999986,,,,,
Iraq,1982-01-01,59.7,58.1,1.6000000000000014,,,,,
Kenya,1982-01-01,61.0,58.1,2.8999999999999986,,,,,
Kiribati,1982-01-01,57.7,58.1,-0.3999999999999986,,,,,
Libya,1982-01-01,65.8,58.1,7.699999999999996,,,,,
Maldives,1982-01-01,57.3,58.1,-0.8000000000000043,,,,,
Marshall Islands,1982-01-01,61.4,58.1,3.299999999999997,,,,,
Mauritania,1982-01-01,56.3,58.1,-1.8000000000000043,,,,,
Mongolia,1982-01-01,55.8,58.1,-2.3000000000000043,,,,,
Morocco,1982-01-01,56.9,58.1,-1.2000000000000028,,,,,
Myanmar,1982-01-01,55.0,58.1,-3.1000000000000014,,,,,
Namibia,1982-01-01,57.6,58.1,-0.5,,,,,
Nauru,1982-01-01,61.9,58.1,3.799999999999997,,,,,
Nicaragua,1982-01-01,58.6,58.1,0.5,,,,,
Oman,1982-01-01,63.0,58.1,4.899999999999999,,,,,
Pakistan,1982-01-01,58.4,58.1,0.29999999999999716,,,,,
Palau,1982-01-01,61.2,58.1,3.1000000000000014,,,,,
Papua New Guinea,1982-01-01,58.1,58.1,0.0,,,,,
Sao Tome and Principe,1982-01-01,59.6,58.1,1.5,,,,,
Solomon Islands,1982-01-01,63.5,58.1,5.399999999999999,,,,,
South Africa,1982-01-01,60.9,58.1,2.799999999999997,,,,,
Tajikistan,1982-01-01,59.7,58.1,1.6000000000000014,,,,,
Tuvalu,1982-01-01,61.3,58.1,3.1999999999999957,,,,,
Zimbabwe,1982-01-01,59.9,58.1,1.7999999999999972,,,,,
Algeria,1983-01-01,59.5,58.9,0.6000000000000014,,,,,
Bangladesh,1983-01-01,53.0,58.9,-5.899999999999999,,,,,
Bolivia,1983-01-01,52.4,58.9,-6.5,,,,,
Botswana,1983-01-01,62.0,58.9,3.1000000000000014,,,,,
Congo,1983-01-01,57.2,58.9,-1.6999999999999957,,,,,
